formula_id,formula_key,formula_category,formula_type,is_fixed,db_expression,excel_book,excel_sheet,excel_cell,resolution_note,oos_reason
943,5.4.1_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M81,Via renewable_to_excel.csv ('davon Einsatz für Prozesswärme'),
301,5.4.2,renewable,status,True,,_S.xlsx,2. Erneuerbare,L64,Via renewable_to_excel.csv ('davon für Verstromung'),
302,5.4.2.1,renewable,status,True,,_S.xlsx,2. Erneuerbare,L84,Via renewable_to_excel.csv ('Nutzungsgrad Kraftwerk'),
946,5.4.2.1_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M84,Via renewable_to_excel.csv ('Nutzungsgrad Kraftwerk'),
39,5.4.2.2,renewable,status,False,Renewable_5_4 * Renewable_5_4_2 / 100 * Renewable_5_4_2_1 / 100,_S.xlsx,2. Erneuerbare,L85,Via renewable_to_excel.csv ('Bruttostromerzeugung'),
947,5.4.2.2_ziel_target,renewable,ziel,False,Renewable_5_4 * Renewable_5_4_2 / 100 * Renewable_5_4_2_1 / 100,_S.xlsx,2. Erneuerbare,M85,Via renewable_to_excel.csv ('Bruttostromerzeugung'),
303,5.4.2.3,renewable,status,True,,_S.xlsx,2. Erneuerbare,L86,Via renewable_to_excel.csv ('Nutzungsgrad KWK-Abwärme effektiv'),
948,5.4.2.3_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M86,Via renewable_to_excel.csv ('Nutzungsgrad KWK-Abwärme effektiv'),
40,5.4.2.4,renewable,status,False,Renewable_5_4 * (Renewable_5_4_2 / 100) * (Renewable_5_4_2_3 / 100),_S.xlsx,2. Erneuerbare,L112,Via renewable_to_excel.csv ('Gebäudewärme (Endenergie)'),
949,5.4.2.4_ziel_target,renewable,ziel,False,Renewable_5_4 * (Renewable_5_4_2 / 100) * (Renewable_5_4_2_3 / 100),_S.xlsx,2. Erneuerbare,M112,Via renewable_to_excel.csv ('Gebäudewärme (Endenergie)'),
945,5.4.2_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M64,Via renewable_to_excel.csv ('davon für Verstromung'),
304,5.4.3,renewable,status,True,,_S.xlsx,2. Erneuerbare,L114,Via renewable_to_excel.csv ('davon Biomethan für mobile Anwendungen'),
305,5.4.3.1,renewable,status,True,,_S.xlsx,2. Erneuerbare,L115,Via renewable_to_excel.csv ('Nutzungsgrad Kraftstoffbereitstellung'),
951,5.4.3.1_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M115,Via renewable_to_excel.csv ('Nutzungsgrad Kraftstoffbereitstellung'),
41,5.4.3.2,renewable,status,False,Renewable_5_4 * Renewable_5_4_3 / 100 * Renewable_5_4_3_1 / 100,_S.xlsx,2. Erneuerbare,L116,Via renewable_to_excel.csv ('Biokraftstoff (gasförmig)'),
952,5.4.3.2_ziel_target,renewable,ziel,False,Renewable_5_4 * Renewable_5_4_3 / 100 * Renewable_5_4_3_1 / 100,_S.xlsx,2. Erneuerbare,M116,Via renewable_to_excel.csv ('Biokraftstoff (gasförmig)'),
950,5.4.3_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M114,Via renewable_to_excel.csv ('davon Biomethan für mobile Anwendungen'),
306,5.4.4,renewable,status,True,,_S.xlsx,2. Erneuerbare,L258,Via renewable_to_excel.csv ('davon Flüssigkraftstoff für mobile Anwendungen'),
307,5.4.4.1,renewable,status,True,,_S.xlsx,2. Erneuerbare,L119,Via renewable_to_excel.csv ('Nutzungsgrad Kraftstofferzeugung'),
954,5.4.4.1_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M119,Via renewable_to_excel.csv ('Nutzungsgrad Kraftstofferzeugung'),
42,5.4.4.2,renewable,status,False,Renewable_5_4 * (Renewable_5_4_4 / 100) * (Renewable_5_4_4_1 / 100),_S.xlsx,2. Erneuerbare,L120,Via renewable_to_excel.csv ('Biokraftstoff (flüssig)'),
955,5.4.4.2_ziel_target,renewable,ziel,False,Renewable_5_4 * (Renewable_5_4_4 / 100) * (Renewable_5_4_4_1 / 100),_S.xlsx,2. Erneuerbare,M120,Via renewable_to_excel.csv ('Biokraftstoff (flüssig)'),
953,5.4.4_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M258,Via renewable_to_excel.csv ('davon Flüssigkraftstoff für mobile Anwendungen'),
942,5.4_ziel_target,renewable,ziel,False,Renewable_5_1_2 + Renewable_5_2 + Renewable_5_3,_S.xlsx,2. Erneuerbare,M104,Via renewable_to_excel.csv ('Biogasaufkommen insgesamt'),
936,5_ziel_target,renewable,ziel,True,,,,,,CHAINED_OOS — resolved via renewable_to_excel.csv which has no mapping for code. Likely a summary/chapter formula row (upstream aggregate).
308,6,renewable,status,True,,_S.xlsx,2. Erneuerbare,L122,Via renewable_to_excel.csv ('Biogene Brennstoffe (flüssig)'),
309,6.1,renewable,status,True,Renewable_6_1_1 + Renewable_6_1_2 + Renewable_6_1_3 + Renewable_10_6_1_1 + Renewable_10_6_1_2 + Renewable_10_6_1_3,_S.xlsx,2. Erneuerbare,L123,Via renewable_to_excel.csv ('Biodiesel (inkl. Pflanzenöl)'),
310,6.1.1,renewable,status,True,lu_223_status,_S.xlsx,2. Erneuerbare,L124,Via renewable_to_excel.csv ('Anbaufläche Ölpflanzen für Biodiesel'),
311,6.1.1.1,renewable,status,True,,_S.xlsx,2. Erneuerbare,L125,Via renewable_to_excel.csv ('Biodiesel – Energieertrag'),
959,6.1.1.1_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M125,Via renewable_to_excel.csv ('Biodiesel – Energieertrag'),
43,6.1.1.2,renewable,status,False,Renewable_6_1_1 * Renewable_6_1_1_1 / 1000,_S.xlsx,2. Erneuerbare,L126,Via renewable_to_excel.csv ('Biodiesel aus eigenem Anbau'),
960,6.1.1.2_ziel_target,renewable,ziel,False,Renewable_6_1_1 * Renewable_6_1_1_1 / 1000,_S.xlsx,2. Erneuerbare,M126,Via renewable_to_excel.csv ('Biodiesel aus eigenem Anbau'),
958,6.1.1_target,renewable,ziel,False,lu_223_target,_S.xlsx,2. Erneuerbare,M124,Via renewable_to_excel.csv ('Anbaufläche Ölpflanzen für Biodiesel'),
312,6.1.2,renewable,status,True,,_S.xlsx,2. Erneuerbare,L128,Via renewable_to_excel.csv ('Biodiesel aus Import (+) / Export (-)'),
961,6.1.2_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M128,Via renewable_to_excel.csv ('Biodiesel aus Import (+) / Export (-)'),
44,6.1.3,renewable,status,False,Renewable_6_1_1_2 + Renewable_6_1_2,_S.xlsx,2. Erneuerbare,L129,Via renewable_to_excel.csv ('Biodiesel Gesamtaufkommen'),
313,6.1.3.1,renewable,status,True,,_S.xlsx,2. Erneuerbare,L130,Via renewable_to_excel.csv ('davon Einsatz für mobile Anwendungen'),
45,6.1.3.1.1,renewable,status,False,Renewable_6_1_3 * Renewable_6_1_3_1 / 100,_S.xlsx,2. Erneuerbare,L120,Via renewable_to_excel.csv ('Biokraftstoff (flüssig)'),
964,6.1.3.1.1_ziel_target,renewable,ziel,False,Renewable_6_1_3 * Renewable_6_1_3_1 / 100,_S.xlsx,2. Erneuerbare,M120,Via renewable_to_excel.csv ('Biokraftstoff (flüssig)'),
963,6.1.3.1_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M130,Via renewable_to_excel.csv ('davon Einsatz für mobile Anwendungen'),
314,6.1.3.2,renewable,status,True,,_S.xlsx,2. Erneuerbare,L133,Via renewable_to_excel.csv ('davon Einsatz für Verstromung'),
315,6.1.3.2.1,renewable,status,True,,_S.xlsx,2. Erneuerbare,L134,Via renewable_to_excel.csv ('Nutzungsgrad Blockheizkraftwerk'),
966,6.1.3.2.1_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M134,Via renewable_to_excel.csv ('Nutzungsgrad Blockheizkraftwerk'),
46,6.1.3.2.2,renewable,status,False,Renewable_6_1_3 * Renewable_6_1_3_2 * Renewable_6_1_3_2_1 / 10000,_S.xlsx,2. Erneuerbare,L135,Via renewable_to_excel.csv ('Bruttostromerzeugung'),
967,6.1.3.2.2_ziel_target,renewable,ziel,False,Renewable_6_1_3 * Renewable_6_1_3_2 * Renewable_6_1_3_2_1 / 10000,_S.xlsx,2. Erneuerbare,M135,Via renewable_to_excel.csv ('Bruttostromerzeugung'),
316,6.1.3.2.3,renewable,status,True,,_S.xlsx,2. Erneuerbare,L136,Via renewable_to_excel.csv ('Nutzungsgrad KWK-Abwärme effektiv'),
968,6.1.3.2.3_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M136,Via renewable_to_excel.csv ('Nutzungsgrad KWK-Abwärme effektiv'),
47,6.1.3.2.4,renewable,status,False,Renewable_6_1_3 * (Renewable_6_1_3_2 / 100) * (Renewable_6_1_3_2_3 / 100),_S.xlsx,2. Erneuerbare,L137,Via renewable_to_excel.csv ('Gebäudewärme (Endenergie)'),
969,6.1.3.2.4_ziel_target,renewable,ziel,False,Renewable_6_1_3 * (Renewable_6_1_3_2 / 100) * (Renewable_6_1_3_2_3 / 100),_S.xlsx,2. Erneuerbare,M137,Via renewable_to_excel.csv ('Gebäudewärme (Endenergie)'),
965,6.1.3.2_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M133,Via renewable_to_excel.csv ('davon Einsatz für Verstromung'),
962,6.1.3_ziel_target,renewable,ziel,False,Renewable_6_1_1_2 + Renewable_6_1_2,_S.xlsx,2. Erneuerbare,M129,Via renewable_to_excel.csv ('Biodiesel Gesamtaufkommen'),
957,6.1_ziel_target,renewable,ziel,True,Renewable_6_1_1 + Renewable_6_1_2 + Renewable_6_1_3 + Renewable_10_6_1_1 + Renewable_10_6_1_2 + Renewable_10_6_1_3,_S.xlsx,2. Erneuerbare,M123,Via renewable_to_excel.csv ('Biodiesel (inkl. Pflanzenöl)'),
317,6.2,renewable,status,True,,_S.xlsx,2. Erneuerbare,L139,Via renewable_to_excel.csv ('Bioethanol'),
48,6.2.1,renewable,status,False,LandUse_LU_2.2.4,_S.xlsx,2. Erneuerbare,L57,Via renewable_to_excel.csv ('Anbaufläche Energiepflanzen für Bioethanol'),
318,6.2.1.1,renewable,status,True,,_S.xlsx,2. Erneuerbare,L141,Via renewable_to_excel.csv ('Bioethanol – Energieertrag (brutto)'),
972,6.2.1.1_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M141,Via renewable_to_excel.csv ('Bioethanol – Energieertrag (brutto)'),
49,6.2.1.2,renewable,status,False,Renewable_6_2_1 * Renewable_6_2_1_1 / 1000,_S.xlsx,2. Erneuerbare,L142,Via renewable_to_excel.csv ('Bioethanol aus eigenem Anbau'),
973,6.2.1.2_ziel_target,renewable,ziel,False,Renewable_6_2_1 * Renewable_6_2_1_1 / 1000,_S.xlsx,2. Erneuerbare,M142,Via renewable_to_excel.csv ('Bioethanol aus eigenem Anbau'),
971,6.2.1_ziel_target,renewable,ziel,False,LandUse_LU_2.2.4,_S.xlsx,2. Erneuerbare,M57,Via renewable_to_excel.csv ('Anbaufläche Energiepflanzen für Bioethanol'),
319,6.2.2,renewable,status,True,,_S.xlsx,2. Erneuerbare,L144,Via renewable_to_excel.csv ('Bioethanol aus Import (+) / Export (-)'),
974,6.2.2_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M144,Via renewable_to_excel.csv ('Bioethanol aus Import (+) / Export (-)'),
50,6.2.3,renewable,status,False,Renewable_6_2_1_2 + Renewable_6_2_2,_S.xlsx,2. Erneuerbare,L139,Via renewable_to_excel.csv ('Bioethanol gesamt – Mobile Anwendungen'),
975,6.2.3_ziel_target,renewable,ziel,False,Renewable_6_2_1_2 + Renewable_6_2_2,_S.xlsx,2. Erneuerbare,M139,Via renewable_to_excel.csv ('Bioethanol gesamt – Mobile Anwendungen'),
970,6.2_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M139,Via renewable_to_excel.csv ('Bioethanol'),
956,6_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M122,Via renewable_to_excel.csv ('Biogene Brennstoffe (flüssig)'),
320,7,renewable,status,True,,_S.xlsx,2. Erneuerbare,L147,Via renewable_to_excel.csv ('Umgebungswärme (Wärmepumpe)'),
51,7.1,renewable,status,False,Verbrauch_2_9_2,_S.xlsx,2. Erneuerbare,L148,Via renewable_to_excel.csv ('Wärmepumpen-Antriebsstromaufnahme'),
321,7.1.1,renewable,status,True,,_S.xlsx,2. Erneuerbare,L149,Via renewable_to_excel.csv ('davon Anlagen mit Luftkopplung'),
978,7.1.1_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M149,Via renewable_to_excel.csv ('davon Anlagen mit Luftkopplung'),
52,7.1.2,renewable,status,False,Renewable_7_1 * Renewable_7_1_1 / 100,_S.xlsx,2. Erneuerbare,L150,Via renewable_to_excel.csv ('WP-Luft – Antriebsstromaufnahme'),
322,7.1.2.1,renewable,status,True,,_S.xlsx,2. Erneuerbare,L151,Via renewable_to_excel.csv ('WP-Luft – Jahresarbeitszahl'),
980,7.1.2.1_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M151,Via renewable_to_excel.csv ('WP-Luft – Jahresarbeitszahl'),
53,7.1.2.2,renewable,status,False,Renewable_7_1_2 * Renewable_7_1_2_1,_S.xlsx,2. Erneuerbare,L152,Via renewable_to_excel.csv ('Nutzwärme (inkl. Antriebsstrom)'),
981,7.1.2.2_ziel_target,renewable,ziel,False,Renewable_7_1_2 * Renewable_7_1_2_1,_S.xlsx,2. Erneuerbare,M152,Via renewable_to_excel.csv ('Nutzwärme (inkl. Antriebsstrom)'),
54,7.1.2.3,renewable,status,False,Renewable_7_1_2_2 - Renewable_7_1_2,_S.xlsx,2. Erneuerbare,L153,Via renewable_to_excel.csv ('davon Wärmgewinn aus der Luft'),
982,7.1.2.3_ziel_target,renewable,ziel,False,Renewable_7_1_2_2 - Renewable_7_1_2,_S.xlsx,2. Erneuerbare,M153,Via renewable_to_excel.csv ('davon Wärmgewinn aus der Luft'),
979,7.1.2_target,renewable,ziel,False,Renewable_7_1_ziel * Renewable_7_1_1_ziel / 100,_S.xlsx,2. Erneuerbare,M150,Via renewable_to_excel.csv ('WP-Luft – Antriebsstromaufnahme'),
323,7.1.3,renewable,status,True,,,,,,CHAINED_OOS — resolved via renewable_to_excel.csv which has no mapping for code. Likely a summary/chapter formula row (upstream aggregate).
983,7.1.3_ziel_target,renewable,ziel,True,,,,,,CHAINED_OOS — resolved via renewable_to_excel.csv which has no mapping for code. Likely a summary/chapter formula row (upstream aggregate).
55,7.1.4,renewable,status,False,Renewable_7_1 * Renewable_7_1_3 / 100,,,,,CHAINED_OOS — resolved via renewable_to_excel.csv which has no mapping for code. Likely a summary/chapter formula row (upstream aggregate).
324,7.1.4.1,renewable,status,True,,_S.xlsx,2. Erneuerbare,L157,Via renewable_to_excel.csv ('WP-Erdr./Wasser – Jahresarbeitszahl'),
985,7.1.4.1_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M157,Via renewable_to_excel.csv ('WP-Erdr./Wasser – Jahresarbeitszahl'),
56,7.1.4.2,renewable,status,False,Renewable_7_1_4 * Renewable_7_1_4_1,_S.xlsx,2. Erneuerbare,L152,Via renewable_to_excel.csv ('Nutzwärme (inkl. Antriebsstrom)'),
986,7.1.4.2_ziel_target,renewable,ziel,False,Renewable_7_1_4 * Renewable_7_1_4_1,_S.xlsx,2. Erneuerbare,M152,Via renewable_to_excel.csv ('Nutzwärme (inkl. Antriebsstrom)'),
57,7.1.4.3,renewable,status,False,Renewable_7_1_4_2 - Renewable_7_1_4,_S.xlsx,2. Erneuerbare,L159,Via renewable_to_excel.csv ('davon Wärmgewinn Erdreich/Grundwasser'),
325,7.1.4.3.1,renewable,status,True,,_S.xlsx,2. Erneuerbare,L160,Via renewable_to_excel.csv ('Wärmeertrag Erdreich/Grundwasser'),
988,7.1.4.3.1_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M160,Via renewable_to_excel.csv ('Wärmeertrag Erdreich/Grundwasser'),
58,7.1.4.3.2,renewable,status,False,Renewable_7_1_4_3 * 1000 / Renewable_7_1_4_3_1,_S.xlsx,2. Erneuerbare,L161,Via renewable_to_excel.csv ('Beanspruchte Entzugsfläche'),
989,7.1.4.3.2_ziel_target,renewable,ziel,False,Renewable_7_1_4_3 * 1000 / Renewable_7_1_4_3_1,_S.xlsx,2. Erneuerbare,M161,Via renewable_to_excel.csv ('Beanspruchte Entzugsfläche'),
59,7.1.4.3.3,renewable,status,False,LandUse_LU_1,_S.xlsx,2. Erneuerbare,L162,Via renewable_to_excel.csv ('Gebäude- & Freifläche (Siedlung)'),
990,7.1.4.3.3_ziel_target,renewable,ziel,False,LandUse_LU_1,_S.xlsx,2. Erneuerbare,M162,Via renewable_to_excel.csv ('Gebäude- & Freifläche (Siedlung)'),
326,7.1.4.3.4,renewable,status,True,,_S.xlsx,2. Erneuerbare,L163,Via renewable_to_excel.csv ('Anteil beanspruchter Siedlungsfläche'),
991,7.1.4.3.4_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M163,Via renewable_to_excel.csv ('Anteil beanspruchter Siedlungsfläche'),
987,7.1.4.3_ziel_target,renewable,ziel,False,Renewable_7_1_4_2 - Renewable_7_1_4,_S.xlsx,2. Erneuerbare,M159,Via renewable_to_excel.csv ('davon Wärmgewinn Erdreich/Grundwasser'),
984,7.1.4_ziel_target,renewable,ziel,False,Renewable_7_1 * Renewable_7_1_3 / 100,,,,,CHAINED_OOS — resolved via renewable_to_excel.csv which has no mapping for code. Likely a summary/chapter formula row (upstream aggregate).
977,7.1_target,renewable,ziel,False,V_2_9_0_ziel,_S.xlsx,2. Erneuerbare,M148,Via renewable_to_excel.csv ('Wärmepumpen-Antriebsstromaufnahme'),
976,7_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M147,Via renewable_to_excel.csv ('Umgebungswärme (Wärmepumpe)'),
327,8,renewable,status,True,,_S.xlsx,2. Erneuerbare,L165,Via renewable_to_excel.csv ('Tiefengeothermie'),
328,8.1,renewable,status,True,,_S.xlsx,2. Erneuerbare,L166,Via renewable_to_excel.csv ('Netzanschlussleistung (elektrisch)'),
329,8.1.1,renewable,status,True,,_S.xlsx,2. Erneuerbare,L167,Via renewable_to_excel.csv ('Stromerzeugung – Vollbetriebsstunden'),
994,8.1.1_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M167,Via renewable_to_excel.csv ('Stromerzeugung – Vollbetriebsstunden'),
60,8.1.2,renewable,status,False,Renewable_8_1 * Renewable_8_1_1 / 1000,_S.xlsx,2. Erneuerbare,L15,Via renewable_to_excel.csv ('Bruttostromerzeugung'),
995,8.1.2_ziel_target,renewable,ziel,False,Renewable_8_1 * Renewable_8_1_1 / 1000,_S.xlsx,2. Erneuerbare,M15,Via renewable_to_excel.csv ('Bruttostromerzeugung'),
993,8.1_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M166,Via renewable_to_excel.csv ('Netzanschlussleistung (elektrisch)'),
330,8.2,renewable,status,True,,_S.xlsx,2. Erneuerbare,L178,Via renewable_to_excel.csv ('Gebäudewärmebereitstellung (Endenergie)'),
996,8.2_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M178,Via renewable_to_excel.csv ('Gebäudewärmebereitstellung (Endenergie)'),
992,8_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M165,Via renewable_to_excel.csv ('Tiefengeothermie'),
331,9,renewable,status,True,,_S.xlsx,2. Erneuerbare,L180,Via renewable_to_excel.csv ('Stromwandlung / Stromspeicherung'),
65,9.1,renewable,status,False,Renewable_9_1_1 + Renewable_9_1_2 + Renewable_9_1_3 + Renewable_9_1_4,_S.xlsx,2. Erneuerbare,L15,Via renewable_to_excel.csv ('Bruttostromerzeugung aus Erneuerbaren Energien gesamt (inkl. Abregelung)'),
61,9.1.1,renewable,status,False,Renewable_2_2_1_2_3 + Renewable_2_1_1_2_2,_S.xlsx,2. Erneuerbare,L182,Via renewable_to_excel.csv ('aus Windenergie'),
999,9.1.1_ziel_target,renewable,ziel,False,Renewable_2_2_1_2_3 + Renewable_2_1_1_2_2,_S.xlsx,2. Erneuerbare,M182,Via renewable_to_excel.csv ('aus Windenergie'),
62,9.1.2,renewable,status,False,Renewable_1_1_2_1_2 + Renewable_1_2_1_2,_S.xlsx,2. Erneuerbare,L183,Via renewable_to_excel.csv ('aus Solarenergie (Photovoltaik)'),
1000,9.1.2_target,renewable,ziel,False,Renewable_1_1_2_1_2_ziel + Renewable_1_2_1_2_ziel,_S.xlsx,2. Erneuerbare,M183,Via renewable_to_excel.csv ('aus Solarenergie (Photovoltaik)'),
63,9.1.3,renewable,status,False,Renewable_3_1_1_2 + Renewable_8_1_2,_S.xlsx,2. Erneuerbare,L184,Via renewable_to_excel.csv ('aus Wasserkraft + Tiefengeothermie'),
1001,9.1.3_ziel_target,renewable,ziel,False,Renewable_3_1_1_2 + Renewable_8_1_2,_S.xlsx,2. Erneuerbare,M184,Via renewable_to_excel.csv ('aus Wasserkraft + Tiefengeothermie'),
64,9.1.4,renewable,status,False,Renewable_4_3_3_2 + Renewable_4_4_1 + Renewable_5_4_2_2 + Renewable_6_1_3_2_2,_S.xlsx,2. Erneuerbare,L185,Via renewable_to_excel.csv ('aus Biobrennstoffen'),
1002,9.1.4_ziel_target,renewable,ziel,False,Renewable_4_3_3_2 + Renewable_4_4_1 + Renewable_5_4_2_2 + Renewable_6_1_3_2_2,_S.xlsx,2. Erneuerbare,M185,Via renewable_to_excel.csv ('aus Biobrennstoffen'),
998,9.1_ziel_target,renewable,ziel,False,Renewable_9_1_1 + Renewable_9_1_2 + Renewable_9_1_3 + Renewable_9_1_4,_S.xlsx,2. Erneuerbare,M15,Via renewable_to_excel.csv ('Bruttostromerzeugung aus Erneuerbaren Energien gesamt (inkl. Abregelung)'),
66,9.2,renewable,status,False,Renewable_9_1_1 + Renewable_9_1_2 + Renewable_9_1_3 + Renewable_9_1_4,_S.xlsx,2. Erneuerbare,L15,Via renewable_to_excel.csv ('Bruttostromerzeugung Erneuerbar (inkl. Abregelung)'),
332,9.2.1,renewable,status,False,Renewable_9_2_1_1 + Renewable_9_2_1_2 + Renewable_9_2_1_3 + Renewable_9_2_1_4 + Renewable_9_2_1_5,_S.xlsx,2. Erneuerbare,L188,"Via renewable_to_excel.csv ('Wasser-Elektrolyse (H₂ für Brennstoff, Kraftstoff- und Grundstoff-Synthese)')",
67,9.2.1.1,renewable,status,True,0,_S.xlsx,2. Erneuerbare,L189,Via renewable_to_excel.csv ('Wasserstoff als Brennstoff für PW'),
68,9.2.1.1.1,renewable,status,False,0,_S.xlsx,2. Erneuerbare,L191,Via renewable_to_excel.csv ('Wasserstoff (komprim.) f. FC-Traktion'),
69,9.2.1.1.1.1,renewable,status,True,80,_S.xlsx,2. Erneuerbare,L192,Via renewable_to_excel.csv ('Nutzungsgrad tankfähiger Wasserstoff'),
1007,9.2.1.1.1.1_ziel_target,renewable,ziel,True,80,_S.xlsx,2. Erneuerbare,M192,Via renewable_to_excel.csv ('Nutzungsgrad tankfähiger Wasserstoff'),
1006,9.2.1.1.1_ziel_target,renewable,ziel,False,0,_S.xlsx,2. Erneuerbare,M191,Via renewable_to_excel.csv ('Wasserstoff (komprim.) f. FC-Traktion'),
70,9.2.1.1.2,renewable,status,False,0,_S.xlsx,2. Erneuerbare,L193,Via renewable_to_excel.csv ('Wasserstoff für MA mit FC-Traktion'),
1008,9.2.1.1.2_ziel_target,renewable,ziel,False,0,_S.xlsx,2. Erneuerbare,M193,Via renewable_to_excel.csv ('Wasserstoff für MA mit FC-Traktion'),
1005,9.2.1.1_ziel_target,renewable,ziel,True,0,_S.xlsx,2. Erneuerbare,M189,Via renewable_to_excel.csv ('Wasserstoff als Brennstoff für PW'),
71,9.2.1.2,renewable,status,False,0,,,,,CHAINED_OOS — resolved via renewable_to_excel.csv which has no mapping for code. Likely a summary/chapter formula row (upstream aggregate).
333,9.2.1.2.1,renewable,status,True,,_S.xlsx,2. Erneuerbare,L196,Via renewable_to_excel.csv ('Nutzungsgrad Methansynthese'),
1010,9.2.1.2.1_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M196,Via renewable_to_excel.csv ('Nutzungsgrad Methansynthese'),
72,9.2.1.2.2,renewable,status,False,0,_S.xlsx,2. Erneuerbare,L197,Via renewable_to_excel.csv ('Wasserstoff für Kraftstoffsynthese'),
1011,9.2.1.2.2_ziel_target,renewable,ziel,False,0,_S.xlsx,2. Erneuerbare,M197,Via renewable_to_excel.csv ('Wasserstoff für Kraftstoffsynthese'),
1009,9.2.1.2_target,renewable,ziel,False,"IF(Verbrauch_6_1_2 > Renewable_5.4.3.2, Verbrauch_6_1_2 - Renewable_5.4.3.2, 0)",,,,,CHAINED_OOS — resolved via renewable_to_excel.csv which has no mapping for code. Likely a summary/chapter formula row (upstream aggregate).
73,9.2.1.3,renewable,status,False,0,_S.xlsx,2. Erneuerbare,L199,Via renewable_to_excel.csv ('Kraftstoffe (flüssig) für MA aus H₂'),
334,9.2.1.3.1,renewable,status,True,,_S.xlsx,2. Erneuerbare,L119,Via renewable_to_excel.csv ('Nutzungsgrad Kraftstofferzeugung'),
1013,9.2.1.3.1_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M119,Via renewable_to_excel.csv ('Nutzungsgrad Kraftstofferzeugung'),
74,9.2.1.3.2,renewable,status,False,Renewable_9_2_1_3 / (Renewable_9_2_1_3_1 / 100),_S.xlsx,2. Erneuerbare,L197,Via renewable_to_excel.csv ('Wasserstoff für Kraftstoffsynthese'),
1014,9.2.1.3.2_ziel_target,renewable,ziel,False,Renewable_9_2_1_3 / (Renewable_9_2_1_3_1 / 100),_S.xlsx,2. Erneuerbare,M197,Via renewable_to_excel.csv ('Wasserstoff für Kraftstoffsynthese'),
1012,9.2.1.3_ziel_target,renewable,ziel,False,"IF(Verbrauch_6_1_3 > (Renewable_5_4_4_2 + Renewable_6_1_3_1_1 + Renewable_6_2_3), Verbrauch_6_1_3 - (Renewable_5_4_4_2 + Renewable_6_1_3_1_1 + Renewable_6_2_3), 0)",_S.xlsx,2. Erneuerbare,M199,Via renewable_to_excel.csv ('Kraftstoffe (flüssig) für MA aus H₂'),
75,9.2.1.4,renewable,status,False,Verbrauch_9_1_4,_S.xlsx,2. Erneuerbare,L202,Via renewable_to_excel.csv ('Synth. Methan als Grundstoff'),
335,9.2.1.4.1,renewable,status,True,,_S.xlsx,2. Erneuerbare,L196,Via renewable_to_excel.csv ('Nutzungsgrad Methansynthese'),
1016,9.2.1.4.1_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M196,Via renewable_to_excel.csv ('Nutzungsgrad Methansynthese'),
76,9.2.1.4.2,renewable,status,False,Renewable_9_2_1_4 * 100 / Renewable_9_2_1_4_1,_S.xlsx,2. Erneuerbare,L204,Via renewable_to_excel.csv ('Wasserstoff für Grundstoffsynthese'),
1017,9.2.1.4.2_ziel_target,renewable,ziel,False,Renewable_9_2_1_4 * 100 / Renewable_9_2_1_4_1,_S.xlsx,2. Erneuerbare,M204,Via renewable_to_excel.csv ('Wasserstoff für Grundstoffsynthese'),
1015,9.2.1.4_target,renewable,ziel,False,Verbrauch_9_1_4,_S.xlsx,2. Erneuerbare,M202,Via renewable_to_excel.csv ('Synth. Methan als Grundstoff'),
