formula_id,formula_key,category,formula_type,db_expression,excel_book,excel_sheet,excel_cell,excel_formula,excel_value,verdict,note,diff_category,diff_note
334,9.2.1.3.1,renewable,status,,_S.xlsx,2. Erneuerbare,L119,=AT119,=AT119,DB_EMPTY,DB formula expression is empty (input/fixed row),,
1013,9.2.1.3.1_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M119,"=IF(P119="""",AU119,P119)","=IF(P119="""",AU119,P119)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
74,9.2.1.3.2,renewable,status,Renewable_9_2_1_3 / (Renewable_9_2_1_3_1 / 100),_S.xlsx,2. Erneuerbare,L197,=L185*L194%,=L185*L194%,DIFFERENT,DB='renewable_9_2_1_3/(renewable_9_2_1_3_1/100)' vs Excel='l185*l194%',REAL_DIFF,DB_ops=// XL_ops=*; investigate
1014,9.2.1.3.2_ziel_target,renewable,ziel,Renewable_9_2_1_3 / (Renewable_9_2_1_3_1 / 100),_S.xlsx,2. Erneuerbare,M197,=M195/M196%,=M195/M196%,DIFFERENT,DB='renewable_9_2_1_3/(renewable_9_2_1_3_1/100)' vs Excel='m195/m196%',REAL_DIFF,DB_ops=// XL_ops=/; investigate
1012,9.2.1.3_ziel_target,renewable,ziel,"IF(Verbrauch_6_1_3 > (Renewable_5_4_4_2 + Renewable_6_1_3_1_1 + Renewable_6_2_3), Verbrauch_6_1_3 - (Renewable_5_4_4_2 + Renewable_6_1_3_1_1 + Renewable_6_2_3), 0)",_S.xlsx,2. Erneuerbare,M199,"=IF('4. Verbrauch'!M186>(M120+M131+M145),'4. Verbrauch'!M186-(M120+M131+M145),0)","=IF('4. Verbrauch'!M186>(M120+M131+M145),'4. Verbrauch'!M186-(M120+M131+M145),0)",EQUIVALENT,"Same structural shape '((++)-(++))'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
75,9.2.1.4,renewable,status,Verbrauch_9_1_4,_S.xlsx,2. Erneuerbare,L202,='4. Verbrauch'!L198,='4. Verbrauch'!L198,EQUIVALENT,"CELLREF_VS_TOKEN: Same operator sequence; DB uses Python tokens (Renewable_X), Excel uses cell refs",CELLREF_VS_TOKEN,"Same operator sequence; DB uses Python tokens (Renewable_X), Excel uses cell refs"
335,9.2.1.4.1,renewable,status,,_S.xlsx,2. Erneuerbare,L196,=AT196,=AT196,DB_EMPTY,DB formula expression is empty (input/fixed row),,
1016,9.2.1.4.1_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M196,"=IF(P196="""",AU196,P196)","=IF(P196="""",AU196,P196)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
76,9.2.1.4.2,renewable,status,Renewable_9_2_1_4 * 100 / Renewable_9_2_1_4_1,_S.xlsx,2. Erneuerbare,L204,=L202*L203%,=L202*L203%,EQUIVALENT,PCT_SHORTHAND: Excel '%' shorthand vs explicit '/100' in DB (equivalent),PCT_SHORTHAND,Excel '%' shorthand vs explicit '/100' in DB (equivalent)
1017,9.2.1.4.2_ziel_target,renewable,ziel,Renewable_9_2_1_4 * 100 / Renewable_9_2_1_4_1,_S.xlsx,2. Erneuerbare,M204,=M202/M203%,=M202/M203%,EQUIVALENT,PCT_SHORTHAND: Excel '%' shorthand vs explicit '/100' in DB (equivalent),PCT_SHORTHAND,Excel '%' shorthand vs explicit '/100' in DB (equivalent)
1015,9.2.1.4_target,renewable,ziel,Verbrauch_9_1_4,_S.xlsx,2. Erneuerbare,M202,='4. Verbrauch'!M198,='4. Verbrauch'!M198,EQUIVALENT,"CELLREF_VS_TOKEN: Same operator sequence; DB uses Python tokens (Renewable_X), Excel uses cell refs",CELLREF_VS_TOKEN,"Same operator sequence; DB uses Python tokens (Renewable_X), Excel uses cell refs"
77,9.2.1.5,renewable,status,Renewable_9_2_1_1 + Renewable_9_2_1_1_2 + Renewable_9_2_1_2_2 + Renewable_9_2_1_3_2 + Renewable_9_2_1_4_2,_S.xlsx,2. Erneuerbare,L205,=L189+L201+L204,=L189+L201+L204,DIFFERENT,DB='renewable_9_2_1_1+renewable_9_2_1_1_2+renewable_9_2_1_2_2+renewable_9_2_1_3_2+re' vs Excel='l189+l201+l204',REAL_DIFF,DB_ops=++++ XL_ops=++; investigate
336,9.2.1.5.1,renewable,status,,_S.xlsx,2. Erneuerbare,L206,,,DB_EMPTY,DB formula expression is empty (input/fixed row),,
1019,9.2.1.5.1_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M206,"=IF(P206="""",AU206,P206)","=IF(P206="""",AU206,P206)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
78,9.2.1.5.2,renewable,status,Renewable_9_2_1_5 * 100 / Renewable_9_2_1_5_1,_S.xlsx,2. Erneuerbare,L205,=L189+L201+L204,=L189+L201+L204,DIFFERENT,DB='renewable_9_2_1_5*100/renewable_9_2_1_5_1' vs Excel='l189+l201+l204',REAL_DIFF,DB_ops=*/ XL_ops=++; investigate
79,9.2.1.5.2.1,renewable,status,Renewable_9_2_1_5_2 - Renewable_9_2_1_5_2_2,_S.xlsx,2. Erneuerbare,L208,=L207-L209,=L207-L209,EQUIVALENT,"Same structural shape '-'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
1021,9.2.1.5.2.1_target,renewable,ziel,Renewable_9_2_1_5_2_ziel - Renewable_9_2_1_5_2_2_ziel,_S.xlsx,2. Erneuerbare,M208,=M207-M209,=M207-M209,EQUIVALENT,"Same structural shape '-'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
337,9.2.1.5.2.2,renewable,status,,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — resolved via renewable_to_excel.csv which has no mapping for code. Likely a summary/chapter formula row (upstream aggregate).,,
1022,9.2.1.5.2.2_ziel_target,renewable,ziel,,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — resolved via renewable_to_excel.csv which has no mapping for code. Likely a summary/chapter formula row (upstream aggregate).,,
1020,9.2.1.5.2_ziel_target,renewable,ziel,Renewable_9_2_1_5 * 100 / Renewable_9_2_1_5_1,_S.xlsx,2. Erneuerbare,M205,=M189+M193+M197+M201+M204,=M189+M193+M197+M201+M204,DIFFERENT,DB='renewable_9_2_1_5*100/renewable_9_2_1_5_1' vs Excel='m189+m193+m197+m201+m204',REAL_DIFF,DB_ops=*/ XL_ops=++++; investigate
1018,9.2.1.5_ziel_target,renewable,ziel,Renewable_9_2_1_1 + Renewable_9_2_1_1_2 + Renewable_9_2_1_2_2 + Renewable_9_2_1_3_2 + Renewable_9_2_1_4_2,_S.xlsx,2. Erneuerbare,M205,=M189+M193+M197+M201+M204,=M189+M193+M197+M201+M204,EQUIVALENT,"Same structural shape '++++'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
1004,9.2.1_ziel_target,renewable,ziel,Renewable_9_2_1_1 + Renewable_9_2_1_2 + Renewable_9_2_1_3 + Renewable_9_2_1_4 + Renewable_9_2_1_5,_S.xlsx,2. Erneuerbare,M188,,,NO_EXCEL_FORMULA,Excel cell has no formula AND no cached value,,
1003,9.2_target,renewable,ziel,Renewable_9_1_1_ziel + Renewable_9_1_2_ziel+ Renewable_9_1_3_ziel + Renewable_9_1_4_ziel,_S.xlsx,2. Erneuerbare,M15,=M6*M13%*M14/1000,=M6*M13%*M14/1000,DIFFERENT,DB='renewable_9_1_1_ziel+renewable_9_1_2_ziel+renewable_9_1_3_ziel+renewable_9_1_4_z' vs Excel='m6*m13%*m14/1000',REAL_DIFF,DB_ops=+++ XL_ops=**/; investigate
338,9.3,renewable,status,Renewable_9_3_3 + Renewable_9_3_1 + Renewable_9_3_2 + Renewable_9_3_4,_S.xlsx,2. Erneuerbare,L211,,,NO_EXCEL_FORMULA,Excel cell has no formula AND no cached value,,
1184,9.3.1,renewable,status,0,_S.xlsx,2. Erneuerbare,L212,,0,DB_ZERO_CONST,DB expression is literal 0 — typically an input-row placeholder,,
340,9.3.1.1,renewable,status,,_S.xlsx,2. Erneuerbare,L213,=AT213,=AT213,DB_EMPTY,DB formula expression is empty (input/fixed row),,
1024,9.3.1.1_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M213,"=IF(P213="""",AU213,P213)","=IF(P213="""",AU213,P213)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
80,9.3.1.2,renewable,status,Renewable_9_3_1 * Renewable_9_3_1_1 / 100,_S.xlsx,2. Erneuerbare,L214,=L213*L212%,=L213*L212%,DIFFERENT,DB='renewable_9_3_1*renewable_9_3_1_1/100' vs Excel='l213*l212%',REAL_DIFF,DB_ops=*/ XL_ops=*; investigate
1025,9.3.1.2_target,renewable,ziel,Renewable_9_3_1_zeil * Renewable_9_3_1_1_zeil / 100,_S.xlsx,2. Erneuerbare,M214,=M212*M213%,=M212*M213%,DIFFERENT,DB='renewable_9_3_1_zeil*renewable_9_3_1_1_zeil/100' vs Excel='m212*m213%',REAL_DIFF,DB_ops=*/ XL_ops=*; investigate
341,9.3.2,renewable,status,,_S.xlsx,2. Erneuerbare,L86,=AT86,=AT86,DB_EMPTY,DB formula expression is empty (input/fixed row),,
81,9.3.2.1,renewable,status,Renewable_9_3_1 * Renewable_9_3_2 / 100,_S.xlsx,2. Erneuerbare,L112,=L104*L108%*L111%,=L104*L108%*L111%,DIFFERENT,DB='renewable_9_3_1*renewable_9_3_2/100' vs Excel='l104*l108%*l111%',REAL_DIFF,DB_ops=*/ XL_ops=**; investigate
1027,9.3.2.1_ziel_target,renewable,ziel,Renewable_9_3_1 * Renewable_9_3_2 / 100,_S.xlsx,2. Erneuerbare,M112,=M104*M108%*M111%,=M104*M108%*M111%,DIFFERENT,DB='renewable_9_3_1*renewable_9_3_2/100' vs Excel='m104*m108%*m111%',REAL_DIFF,DB_ops=*/ XL_ops=**; investigate
1026,9.3.2_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M86,"=IF(P86="""",AU86,P86)","=IF(P86="""",AU86,P86)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
342,9.3.3,renewable,status,,_S.xlsx,2. Erneuerbare,L219,=AT219,=AT219,DB_EMPTY,DB formula expression is empty (input/fixed row),,
1028,9.3.3_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M219,"=IF(P219="""",AU219,P219)","=IF(P219="""",AU219,P219)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
1185,9.3.4,renewable,status,0,_S.xlsx,2. Erneuerbare,L220,=AT220,=AT220,DB_ZERO_CONST,DB expression is literal 0 — typically an input-row placeholder,,
1023,9.3_ziel_target,renewable,ziel,Renewable_9_3_3 + Renewable_9_3_1 + Renewable_9_3_2 + Renewable_9_3_4,_S.xlsx,2. Erneuerbare,M211,,,NO_EXCEL_FORMULA,Excel cell has no formula AND no cached value,,
344,9.4,renewable,status,Renewable_9_4_1 + Renewable_9_4_2,_S.xlsx,2. Erneuerbare,L224,=L222+L223,=L222+L223,EQUIVALENT,"Same structural shape '+'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
82,9.4.1,renewable,status,Renewable_9_2 - Renewable_9_2_1_5_2_1 - Renewable_9_3_1 + Renewable_9_3_1_2 - Renewable_9_3_4,_S.xlsx,2. Erneuerbare,L222,=L186-L208-L212+L214-L220,=L186-L208-L212+L214-L220,EQUIVALENT,"Same structural shape '--+-'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
1030,9.4.1_target,renewable,ziel,Renewable_9_2_ziel - Renewable_9_2_1_5_2_1_ziel - Renewable_9_3_1_ziel + Renewable_9_3_1_2_ziel - Renewable_9_3_4_ziel,_S.xlsx,2. Erneuerbare,M222,=M186-M208-M212+M214-M220,=M186-M208-M212+M214-M220,EQUIVALENT,"Same structural shape '--+-'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
345,9.4.2,renewable,status,,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — resolved via renewable_to_excel.csv which has no mapping for code. Likely a summary/chapter formula row (upstream aggregate).,,
1031,9.4.2_ziel_target,renewable,ziel,,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — resolved via renewable_to_excel.csv which has no mapping for code. Likely a summary/chapter formula row (upstream aggregate).,,
83,9.4.3,renewable,status,Renewable_9_4_1 + Renewable_9_4_2,_S.xlsx,2. Erneuerbare,L224,=L222+L223,=L222+L223,EQUIVALENT,"Same structural shape '+'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
346,9.4.3.1,renewable,status,,_S.xlsx,2. Erneuerbare,L225,=AT225,=AT225,DB_EMPTY,DB formula expression is empty (input/fixed row),,
1033,9.4.3.1_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M225,"=IF(P225="""",AU225,P225)","=IF(P225="""",AU225,P225)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
84,9.4.3.2,renewable,status,Renewable_9_4_3 * Renewable_9_4_3_1 / 100,_S.xlsx,2. Erneuerbare,L226,=L224*L225%,=L224*L225%,DIFFERENT,DB='renewable_9_4_3*renewable_9_4_3_1/100' vs Excel='l224*l225%',REAL_DIFF,DB_ops=*/ XL_ops=*; investigate
1034,9.4.3.2_target,renewable,ziel,Renewable_9_4_3_ziel * Renewable_9_4_3_1_ziel / 100,_S.xlsx,2. Erneuerbare,M226,=M224*M225%,=M224*M225%,DIFFERENT,DB='renewable_9_4_3_ziel*renewable_9_4_3_1_ziel/100' vs Excel='m224*m225%',REAL_DIFF,DB_ops=*/ XL_ops=*; investigate
85,9.4.3.3,renewable,status,Renewable_9_4_3 - Renewable_9_4_3_2,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — resolved via renewable_to_excel.csv which has no mapping for code. Likely a summary/chapter formula row (upstream aggregate).,,
1035,9.4.3.3_ziel_target,renewable,ziel,Renewable_9_4_3 - Renewable_9_4_3_2,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — resolved via renewable_to_excel.csv which has no mapping for code. Likely a summary/chapter formula row (upstream aggregate).,,
1032,9.4.3_target,renewable,ziel,Renewable_9_4_1_ziel + Renewable_9_4_2_ziel,_S.xlsx,2. Erneuerbare,M224,=M222+M223,=M222+M223,EQUIVALENT,"Same structural shape '+'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
1029,9.4_ziel_target,renewable,ziel,Renewable_9_4_1 + Renewable_9_4_2,_S.xlsx,2. Erneuerbare,M224,=M222+M223,=M222+M223,EQUIVALENT,"Same structural shape '+'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
997,9_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M180,,,DB_EMPTY,DB formula expression is empty (input/fixed row),,
1187,V_9_1_ziel,renewable,ziel,Verbrauch_2_9_2_ziel,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — resolved via renewable_to_excel.csv which has no mapping for code. Likely a summary/chapter formula row (upstream aggregate).,,
1119,4.1.1.14,verbrauch,status,100 - Verbrauch_4_1_1_9_status,_S.xlsx,4. Verbrauch,L141,=100-L135,=100-L135,EQUIVALENT,"Same structural shape '-'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
1120,4.1.1.14_ziel,verbrauch,ziel,100 - Verbrauch_4_1_1_9_ziel,_S.xlsx,4. Verbrauch,M141,"=IF(M143=""Aktiv"",0,100-M135)","=IF(M143=""Aktiv"",0,100-M135)",EQUIVALENT,"CELLREF_VS_TOKEN: Same operator sequence; DB uses Python tokens (Renewable_X), Excel uses cell refs",CELLREF_VS_TOKEN,"Same operator sequence; DB uses Python tokens (Renewable_X), Excel uses cell refs"
1122,V_10,verbrauch,status,V_8,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
86,V_1.1.1,verbrauch,status,Verbrauch_1_0 * Verbrauch_1_1 / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
1038,V_1.1.1_ziel,verbrauch,ziel,Verbrauch_1_0_ziel * Verbrauch_1_1_ziel / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
87,V_1.1.3,verbrauch,status,Verbrauch_1_1_1 * Verbrauch_1_1_2 / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
1039,V_1.1.3_ziel,verbrauch,ziel,Verbrauch_1_1_1_ziel * Verbrauch_1_1_2_ziel / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
728,V_1_1_3_ziel,verbrauch,ziel,Verbrauch_1_1_1_ziel * Verbrauch_1_1_2_ziel / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
88,V_1.2.1,verbrauch,status,Verbrauch_1_0 * Verbrauch_1_2 / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
1040,V_1.2.1_ziel,verbrauch,ziel,Verbrauch_1_0_ziel * Verbrauch_1_2_ziel / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
729,V_1_2_1_ziel,verbrauch,ziel,Verbrauch_1_0_ziel * Verbrauch_1_2_ziel / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
89,V_1.2.3,verbrauch,status,Verbrauch_1_2_1 * Verbrauch_1_2_2 / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
1041,V_1.2.3_ziel,verbrauch,ziel,Verbrauch_1_2_1_ziel * Verbrauch_1_2_2_ziel / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
730,V_1_2_3_ziel,verbrauch,ziel,Verbrauch_1_2_1_ziel * Verbrauch_1_2_2_ziel / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
90,V_1.2.5,verbrauch,status,Verbrauch_1_2_3 * Verbrauch_1_2_4 / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
1042,V_1.2.5_ziel,verbrauch,ziel,Verbrauch_1_2_3_ziel * Verbrauch_1_2_4_ziel / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
731,V_1_2_5_ziel,verbrauch,ziel,Verbrauch_1_2_3_ziel * Verbrauch_1_2_4_ziel / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
91,V_1.3.1,verbrauch,status,Verbrauch_1_0 * Verbrauch_1_3 / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
1043,V_1.3.1_ziel,verbrauch,ziel,Verbrauch_1_0_ziel * Verbrauch_1_3_ziel / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
732,V_1_3_1_ziel,verbrauch,ziel,Verbrauch_1_0_ziel * Verbrauch_1_3_ziel / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
92,V_1.3.3,verbrauch,status,Verbrauch_1_3_1 * Verbrauch_1_3_2 / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
1044,V_1.3.3_ziel,verbrauch,ziel,Verbrauch_1_3_1_ziel * Verbrauch_1_3_2_ziel / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
733,V_1_3_3_ziel,verbrauch,ziel,Verbrauch_1_3_1_ziel * Verbrauch_1_3_2_ziel / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
93,V_1.3.5,verbrauch,status,Verbrauch_1_3_3 * Verbrauch_1_3_4 / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
1045,V_1.3.5_ziel,verbrauch,ziel,Verbrauch_1_3_3_ziel * Verbrauch_1_3_4_ziel / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
734,V_1_3_5_ziel,verbrauch,ziel,Verbrauch_1_3_3_ziel * Verbrauch_1_3_4_ziel / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
94,V_1.4,verbrauch,status,Verbrauch_1_1_3 + Verbrauch_1_2_5 + Verbrauch_1_3_5,_S.xlsx,4. Verbrauch,L42,=L26+L33+L40,=L26+L33+L40,EQUIVALENT,"Same structural shape '++'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
1046,V_1.4_ziel,verbrauch,ziel,Verbrauch_1_1_3_ziel + Verbrauch_1_2_5_ziel + Verbrauch_1_3_5_ziel,_S.xlsx,4. Verbrauch,M42,=M26+M33+M40,=M26+M33+M40,EQUIVALENT,"Same structural shape '++'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
735,V_1_4_ziel,verbrauch,ziel,Verbrauch_1_1_3_ziel + Verbrauch_1_2_5_ziel + Verbrauch_1_3_5_ziel,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
95,V_2.1.0,verbrauch,status,Verbrauch_2_0 * Verbrauch_2_1 / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
109,V_2.10,verbrauch,status,Verbrauch_2_9_0 + Verbrauch_2_8_0 + Verbrauch_2_7_0,_S.xlsx,4. Verbrauch,L91,=L87+L84+L77,=L87+L84+L77,EQUIVALENT,"Same structural shape '++'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
1047,V_2.1.0_ziel,verbrauch,ziel,Verbrauch_2_0_ziel * Verbrauch_2_1_ziel / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
739,V_2.10_ziel,verbrauch,ziel,Verbrauch_2_7_0_ziel+Verbrauch_2_8_0_ziel+Verbrauch_2_9_0_ziel,_S.xlsx,4. Verbrauch,M91,=M87+M84+M77,=M87+M84+M77,EQUIVALENT,"Same structural shape '++'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
736,V_2_1_0_ziel,verbrauch,ziel,Verbrauch_2_0_ziel * Verbrauch_2_1_ziel / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
166,V_2.1.2,verbrauch,status,100,_S.xlsx,4. Verbrauch,L49,,100,EXCEL_LITERAL,Excel cell is a literal 100; DB computes it,,
737,V_2.1.2_ziel,verbrauch,ziel,V_2_1_1_ziel/V_2_1_1_status*100,_S.xlsx,4. Verbrauch,M49,=M48/L48%,=M48/L48%,DIFFERENT,DB='v_2_1_1_ziel/v_2_1_1_status*100' vs Excel='m48/l48%',REAL_DIFF,DB_ops=/* XL_ops=/; investigate
96,V_2.1.9,verbrauch,status,Verbrauch_2_1_0 * Verbrauch_2_1_2 / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
1049,V_2.1.9_ziel,verbrauch,ziel,Verbrauch_2_1_0_ziel * Verbrauch_2_1_2_ziel / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
97,V_2.2.0,verbrauch,status,Verbrauch_2_0 * Verbrauch_2_2 / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
1050,V_2.2.0_ziel,verbrauch,ziel,Verbrauch_2_0_ziel * Verbrauch_2_2_ziel / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
740,V_2_2_0_ziel,verbrauch,ziel,Verbrauch_2_0_ziel * Verbrauch_2_2_ziel / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
98,V_2.2.9,verbrauch,status,Verbrauch_2_2_0 * Verbrauch_2_2_1 / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
1051,V_2.2.9_ziel,verbrauch,ziel,Verbrauch_2_2_0_ziel * Verbrauch_2_2_1_ziel / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
741,V_2_2_9_ziel,verbrauch,ziel,Verbrauch_2_2_ziel * Verbrauch_2_2_1_ziel / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
99,V_2.3,verbrauch,status,Verbrauch_2_1_9 + Verbrauch_2_2_9,_S.xlsx,4. Verbrauch,L57,=L55+L50,=L55+L50,EQUIVALENT,"Same structural shape '+'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
1052,V_2.3_ziel,verbrauch,ziel,Verbrauch_2_1_9_ziel + Verbrauch_2_2_9_ziel,_S.xlsx,4. Verbrauch,M57,=M55+M50,=M55+M50,EQUIVALENT,"Same structural shape '+'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
742,V_2_3_ziel,verbrauch,ziel,Verbrauch_2_1_9_ziel + Verbrauch_2_2_9_ziel,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — verbrauch/gebäudewärme CSVs have no mapping. Likely a placeholder for a missing or archived code.,,
